Tiempo,Tension
2.548541266667955e-02,-3.996230e-01
2.553362360417956e-02,-3.590174e-01
2.558183454167956e-02,-3.179895e-01
2.563004547917956e-02,-2.765394e-01
2.567825641667956e-02,-2.346669e-01
2.572646735417956e-02,-1.923722e-01
2.575714704167956e-02,-1.654946e-01
2.578782672917956e-02,-1.386690e-01
2.581850641667956e-02,-1.118954e-01
2.584918610417956e-02,-8.517364e-02
2.587986579167956e-02,-5.850386e-02
2.591054547917956e-02,-3.188603e-02
2.594122516667956e-02,-5.320142e-03
2.597190485417956e-02,2.104483e-02
2.603326422917956e-02,7.326061e-02
2.612530329167956e-02,1.499361e-01
2.621734235417956e-02,2.240652e-01
2.630938141667956e-02,2.950282e-01
2.640142047917956e-02,3.622327e-01
2.649345954167956e-02,4.251179e-01
2.652413922917956e-02,4.450707e-01
2.655481891667956e-02,4.644234e-01
2.658549860417956e-02,4.831762e-01
2.661617829167956e-02,5.013289e-01
2.664685797917956e-02,5.188816e-01
2.667753766667956e-02,5.358342e-01
2.670821735417956e-02,5.521868e-01
2.674327985417956e-02,5.700710e-01
2.677834235417956e-02,5.870294e-01
2.681340485417956e-02,6.030622e-01
2.684846735417956e-02,6.181693e-01
2.688352985417956e-02,6.323508e-01
2.691859235417956e-02,6.456066e-01
2.695365485417956e-02,6.579367e-01
2.697995172917956e-02,6.665186e-01
2.700624860417956e-02,6.745296e-01
2.703254547917956e-02,6.819696e-01
2.705884235417956e-02,6.888386e-01
2.708513922917956e-02,6.951367e-01
2.711143610417956e-02,7.008638e-01
2.713773297917956e-02,7.060200e-01
2.715964704167956e-02,7.098641e-01
2.718156110417956e-02,7.132971e-01
2.720347516667956e-02,7.163191e-01
2.722538922917956e-02,7.189299e-01
2.724730329167956e-02,7.211296e-01
2.726921735417956e-02,7.229182e-01
2.729113141667956e-02,7.242957e-01
2.738317047917956e-02,7.255461e-01
2.741385016667956e-02,7.243303e-01
2.744452985417956e-02,7.223123e-01
2.747520954167956e-02,7.194918e-01
2.750588922917956e-02,7.158691e-01
2.753656891667956e-02,7.114441e-01
2.756724860417956e-02,7.062167e-01
2.759792829167956e-02,7.001870e-01
2.766367047917956e-02,6.843812e-01
2.772941266667956e-02,6.652990e-01
2.779515485417956e-02,6.429404e-01
2.786089704167957e-02,6.173054e-01
2.792663922917956e-02,5.883940e-01
2.799238141667957e-02,5.562063e-01
2.805812360417956e-02,5.207422e-01
2.811948297917957e-02,4.853917e-01
2.818084235417957e-02,4.477340e-01
2.827288141667957e-02,3.872401e-01
2.836492047917957e-02,3.224047e-01
2.845695954167957e-02,2.537871e-01
2.854899860417957e-02,1.819784e-01
2.864103766667957e-02,1.075970e-01
2.870239704167957e-02,5.689549e-02
2.876375641667957e-02,5.528755e-03
2.882511579167957e-02,-4.630675e-02
2.891715485417957e-02,-1.245049e-01
2.900919391667957e-02,-2.026387e-01
2.910123297917957e-02,-2.800358e-01
2.919327204167957e-02,-3.560301e-01
2.925463141667957e-02,-4.055899e-01
